İsim,Oyuncu_ID,Sezon,Turnuva_Ligi,Takım,rating,countRating,goals,bigChancesCreated,bigChancesMissed,assists,expectedAssists,accuratePasses,totalPasses,accuratePassesPercentage,accurateOwnHalfPasses,accurateOppositionHalfPasses,accurateFinalThirdPasses,keyPasses,successfulDribbles,successfulDribblesPercentage,tackles,interceptions,yellowCards,directRedCards,redCards,accurateCrosses,accurateCrossesPercentage,totalShots,shotsOnTarget,groundDuelsWon,groundDuelsWonPercentage,aerialDuelsWon,aerialDuelsWonPercentage,minutesPlayed,goalConversionPercentage,penaltiesTaken,penaltyGoals,penaltyWon,penaltyConceded,shotFromSetPiece,freeKickGoal,accurateLongBalls,accurateLongBallsPercentage,clearances,errorLeadToGoal,errorLeadToShot,dispossessed,possessionLost,possessionWonAttThird,totalChippedPasses,accurateChippedPasses,touches,wasFouled,fouls,hitWoodwork,ownGoals,dribbledPast,offsides,blockedShots,passToAssist,saves,cleanSheet,penaltySave,punches,runsOut,successfulRunsOut,highClaims,crossesNotClaimed,matchesStarted,setPieceConversion,totalAttemptAssist,totalContest,totalCross,totalLongBalls,goalsConceded,tacklesWon,tacklesWonPercentage,yellowRedCards,totalOwnHalfPasses,totalOppositionHalfPasses,totwAppearances,expectedGoals,ballRecovery,outfielderBlocks,appearances,goalsPrevented
Nicolò Barella,363856,Serie A 25/26,Serie A,Inter,7.1821428571429,28,2,14,3,7,5.5161583,1220,1421,85.85503166784,423,797,465,64,20,50.0,46,4,6,0,0,31,35.632183908046,29,4,85,51.204819277108,12,37.5,2088,6.8965517241379,0,0,0,0,1,0,62,59.047619047619,8,0,2,16,333,19,130,73,1792,19,30,0,0,19,4,11,1,0,5,0,0,0,0,0,0,25,0.0,63,40,87,105,18,25,54.347826086957,0,453,968,3,2.774,132,3,28,0.0
Nicolò Barella,363856,Serie A 24/25,Serie A,Inter,7.1909090909091,33,3,6,1,6,5.14572933,1460,1715,85.131195335277,578,899,467,56,23,46.0,50,12,4,0,0,17,25.0,43,9,105,45.454545454545,27,51.923076923077,2526,6.9767441860465,0,0,0,0,1,0,91,63.636363636364,16,0,1,42,422,17,180,100,2170,33,25,1,0,33,4,14,1,0,4,0,0,0,0,0,0,29,0.0,55,50,68,143,25,31,62.0,0,614,1169,4,2.1758,165,0,33,0.0
Nicolò Barella,363856,Serie A 23/24,Serie A,Inter,7.0756756756757,37,2,5,7,3,4.52296574,1804,2087,86.439865836128,732,1085,588,43,29,54.716981132075,46,10,7,0,0,13,25.490196078431,40,12,102,45.333333333333,20,57.142857142857,2860,5.0,0,0,1,0,0,0,102,59.302325581395,11,1,0,29,430,19,201,107,2512,27,28,2,0,44,3,10,1,0,8,0,0,0,0,0,0,34,0.0,42,53,51,172,18,30,65.217391304348,0,798,1340,3,5.1023,167,0,37,0.0
Nicolò Barella,363856,UEFA Champions League 25/26,UEFA Champions League,Inter,6.9625,8,0,0,1,0,1.6500168,324,379,85.488126649077,132,192,108,11,11,78.571428571429,17,3,1,0,0,8,26.666666666667,7,1,37,57.8125,8,53.333333333333,596,0.0,0,0,0,0,1,0,15,65.217391304348,3,0,0,8,99,2,30,14,496,9,8,1,0,8,0,2,0,0,0,0,0,0,0,0,0,7,0.0,11,14,30,23,11,8,47.058823529412,0,145,234,0,0.5436,37,0,8,0.0
Nicolò Barella,363856,UEFA Champions League 24/25,UEFA Champions League,Inter,6.9846153846154,13,0,3,0,2,2.38277228,430,522,82.375478927203,202,231,125,14,15,62.5,18,7,2,0,0,3,16.666666666667,12,2,42,48.837209302326,2,20.0,994,0.0,0,0,0,0,0,0,28,57.142857142857,3,0,1,12,150,7,58,32,681,9,10,0,0,15,3,3,1,0,3,0,0,0,0,0,0,11,0.0,13,24,18,49,15,13,72.222222222222,0,228,312,0,0.4477,62,0,13,0.0
Nicolò Barella,363856,UEFA Champions League 23/24,UEFA Champions League,Inter,7.3375,8,0,3,1,1,1.52718963,269,321,83.80062305296,114,161,81,14,1,20.0,16,5,1,0,0,6,37.5,6,3,26,61.904761904762,10,71.428571428571,466,0.0,0,0,0,0,0,0,11,73.333333333333,3,0,0,2,80,5,24,18,428,9,6,1,0,5,2,1,0,0,1,0,0,0,0,0,0,4,0.0,14,5,16,15,3,13,81.25,0,132,205,1,0.8574,32,0,8,0.0
Piotr Zieliński,138605,Serie A 25/26,Serie A,Inter,7.175,28,5,6,1,2,2.5454387,1161,1260,92.142857142857,443,718,377,26,16,72.727272727273,25,5,1,0,0,9,40.909090909091,25,9,56,61.538461538462,11,55.0,1711,20.0,1,1,0,0,0,0,44,67.692307692308,23,0,1,7,146,9,50,35,1461,16,15,1,0,9,0,11,0,0,3,0,0,0,0,0,0,18,0.0,26,22,22,65,18,14,56.0,0,466,794,4,2.1318,102,2,28,0.0
Piotr Zieliński,138605,Serie A 24/25,Serie A,Inter,6.876,25,2,0,1,2,1.04721811,629,680,92.5,255,380,177,14,6,40.0,14,6,0,0,0,6,21.428571428571,17,6,35,53.030303030303,10,76.923076923077,984,11.764705882353,2,2,0,0,0,0,22,75.862068965517,11,0,1,6,99,5,32,20,833,16,9,0,0,7,0,8,0,0,2,0,0,0,0,0,0,8,0.0,14,15,28,29,8,10,71.428571428571,0,267,441,1,2.6278,58,0,26,0.0
Piotr Zieliński,138605,UEFA Champions League 25/26,UEFA Champions League,Inter,7.01,10,1,1,0,0,1.15398938,365,401,91.022443890274,153,212,109,7,5,45.454545454545,4,4,0,0,0,3,30.0,7,2,16,45.714285714286,4,80.0,633,14.285714285714,0,0,0,0,0,0,11,55.0,8,0,0,6,60,0,21,12,482,7,3,0,0,4,0,1,0,0,1,0,0,0,0,0,0,7,0.0,7,11,10,20,6,3,75.0,0,167,234,0,0.3185,28,2,10,0.0
Piotr Zieliński,138605,UEFA Champions League 24/25,UEFA Champions League,Inter,6.87,10,0,2,2,1,0.5950945,290,321,90.342679127726,111,182,95,9,7,53.846153846154,8,3,0,0,0,3,37.5,10,1,23,62.162162162162,0,0.0,586,0.0,1,0,0,0,0,0,3,37.5,1,0,2,3,49,1,16,6,398,8,0,0,0,5,0,4,0,0,3,0,0,0,0,0,0,6,0.0,9,13,8,8,2,6,75.0,0,119,210,0,1.4362,32,0,10,0.0
