İsim,Oyuncu_ID,Sezon,Turnuva_Ligi,Takım,rating,goals,assists,accuratePasses,totalPasses,accuratePassesPercentage,accurateFinalThirdPasses,keyPasses,successfulDribbles,successfulDribblesPercentage,yellowCards,directRedCards,redCards,accurateCrosses,accurateCrossesPercentage,totalShots,shotsOnTarget,aerialDuelsWon,aerialDuelsWonPercentage,minutesPlayed,goalConversionPercentage,penaltiesTaken,penaltyGoals,shotFromSetPiece,accurateLongBalls,accurateLongBallsPercentage,clearances,errorLeadToShot,wasFouled,fouls,dribbledPast,offsides,blockedShots,passToAssist,saves,cleanSheet,crossesNotClaimed,matchesStarted,totalCross,totalLongBalls,goalsConceded,yellowRedCards,ballRecovery,appearances,countRating,bigChancesCreated,bigChancesMissed,expectedAssists,accurateOwnHalfPasses,accurateOppositionHalfPasses,tackles,interceptions,groundDuelsWon,groundDuelsWonPercentage,penaltyWon,penaltyConceded,freeKickGoal,errorLeadToGoal,dispossessed,possessionLost,possessionWonAttThird,totalChippedPasses,accurateChippedPasses,touches,hitWoodwork,ownGoals,penaltySave,punches,runsOut,successfulRunsOut,highClaims,setPieceConversion,totalAttemptAssist,totalContest,tacklesWon,tacklesWonPercentage,totalOwnHalfPasses,totalOppositionHalfPasses,totwAppearances,expectedGoals,outfielderBlocks,goalsPrevented
Ostap Prytula,887206,Premier League 23/24,Ukrainian Premier League,Rukh Lviv,6.7533333333333,1,1,172,216,79.63,25,9,6,66.67,1,0,0,6,54.55,11,3,3,20.0,681,9.091,1,1,1,7,50.0,3,3,2,6,13,0,0,0,0,0,0,7,11,14,0,0,36,17,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,
Denys Pidgurskyi,1218994,Premier League 25/26,Ukrainian Premier League,Rukh Lviv,6.645,0,0,300,395,75.95,30,8,7,87.5,3,0,0,1,16.67,5,0,39,54.93,1300,0.0,0,0,0,16,38.1,38,11,14,17,23,3,8,0,0,0,0,13,6,42,0,0,129,20,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,
Denys Pidgurskyi,1218994,Premier League 24/25,Ukrainian Premier League,Rukh Lviv,6.7821428571429,0,1,411,544,75.55,75,6,4,66.67,4,0,0,1,100.0,16,3,49,52.69,1921,0.0,0,0,0,41,57.75,38,11,12,30,35,2,5,0,0,0,0,20,1,71,0,0,222,28,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,
Denys Pidgurskyi,1218994,Premier League 23/24,Ukrainian Premier League,Rukh Lviv,6.8375,2,0,282,348,81.03,41,3,1,50.0,4,0,0,0,0.0,17,5,21,48.84,1060,11.77,2,1,0,18,51.43,17,6,9,16,24,1,7,0,0,0,0,12,1,35,0,0,134,16,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,
Kostiantyn Kvas,1404672,Premier League 25/26,Ukrainian Premier League,Rukh Lviv,6.325,0,0,21,25,84.0,1,0,1,100.0,0,0,0,0,0.0,3,0,0,0.0,119,0.0,0,0,0,2,100.0,0,0,1,3,1,0,0,0,0,0,0,1,0,2,0,0,5,7,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,
Kostiantyn Kvas,1404672,Premier League 24/25,Ukrainian Premier League,Rukh Lviv,6.5,0,0,2,3,0.0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0.0,9,0.0,0,0,0,0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,
Vasyl Runich,1022524,Premier League 25/26,Ukrainian Premier League,Rukh Lviv,6.58125,0,2,104,141,73.76,5,5,9,69.23,2,0,0,1,20.0,13,4,3,18.75,718,0.0,0,0,0,4,40.0,5,1,12,13,18,1,0,0,0,0,0,4,5,10,0,0,32,16,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,
Vasyl Runich,1022524,Premier League 24/25,Ukrainian Premier League,Rukh Lviv,6.5619047619048,1,0,150,201,74.63,12,2,14,63.64,2,0,0,1,9.09,9,4,5,21.74,947,11.11,0,0,0,5,38.46,9,3,13,15,22,1,2,0,0,0,0,8,11,13,0,0,62,21,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,
Vasyl Runich,1022524,Premier League 23/24,Ukrainian Premier League,Rukh Lviv,6.7068965517241,4,0,141,187,75.4,8,6,26,55.32,5,0,0,2,22.22,25,11,4,12.12,1133,16.0,0,0,0,2,25.0,8,4,22,15,24,5,1,0,0,0,0,9,9,8,0,0,49,29,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,
Maksym Boiko,1406653,Premier League 25/26,Ukrainian Premier League,Rukh Lviv,6.55,0,0,99,129,76.74,14,1,2,66.67,1,0,0,0,0.0,0,0,5,38.46,537,0.0,0,0,0,8,61.54,8,4,5,11,5,0,2,0,0,0,0,6,1,13,0,0,48,10,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,
Danylo Slyva,1918196,Premier League 24/25,Ukrainian Premier League,Rukh Lviv,0.0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0.0,6,0.0,0,0,0,0,0.0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,
Denys Sliusar,1034049,Premier League 25/26,Ukrainian Premier League,Rukh Lviv,6.6333333333333,0,0,208,269,77.32,24,1,2,100.0,3,0,0,1,100.0,6,2,19,51.35,725,0.0,0,0,0,19,51.35,16,5,7,14,9,0,0,0,0,0,0,8,1,37,0,0,93,16,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,
Denys Sliusar,1034049,Premier League 24/25,Ukrainian Premier League,Rukh Lviv,6.7,0,0,93,118,78.81,15,0,0,0.0,2,0,0,0,0.0,1,1,4,50.0,311,0.0,0,0,0,7,63.64,9,3,0,6,9,0,2,0,0,0,0,5,1,11,0,0,36,6,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,
Denys Sliusar,1034049,Premier League 23/24,Ukrainian Premier League,Rukh Lviv,6.7666666666667,0,0,61,75,81.33,12,2,2,50.0,1,0,0,0,0.0,3,2,10,55.56,259,0.0,0,0,0,7,53.85,13,3,3,2,6,0,1,0,0,0,0,2,0,13,0,0,32,7,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,
Nazar Kasarda,1405534,Premier League 25/26,Ukrainian Premier League,Rukh Lviv,6.3,0,0,8,12,0.0,3,1,0,0.0,1,0,0,1,0.0,0,0,0,0.0,41,0.0,0,0,0,0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,2,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,
Mykhailo Dziun,1918428,Premier League 25/26,Ukrainian Premier League,Rukh Lviv,6.3,0,0,3,4,0.0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0.0,15,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,
Dmytro Sebro,2121365,Premier League 25/26,Ukrainian Premier League,Rukh Lviv,0.0,0,0,1,2,0.0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0.0,7,0.0,0,0,0,0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,
Kyrylo Rybak,2361113,Premier League 25/26,Ukrainian Premier League,Rukh Lviv,6.6,0,0,10,14,0.0,0,0,1,100.0,0,0,0,0,0.0,0,0,0,0.0,35,0.0,0,0,0,0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,
Vitalii Roman,1136050,Premier League 25/26,Ukrainian Premier League,Rukh Lviv,6.8846153846154,3,1,300,408,73.53,39,6,10,71.43,4,0,0,4,19.05,8,5,12,37.5,1157,37.5,0,0,0,35,49.3,36,10,12,11,33,0,0,0,0,0,0,12,21,71,0,0,112,13,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,
Vitalii Roman,1136050,Premier League 24/25,Ukrainian Premier League,Rukh Lviv,6.8346153846154,0,0,685,914,74.95,87,16,39,84.78,3,0,0,19,26.03,11,1,32,62.75,2303,0.0,0,0,0,43,37.07,54,8,13,25,49,4,5,0,0,0,0,24,73,116,0,0,196,27,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,
Vitalii Roman,1136050,Premier League 23/24,Ukrainian Premier League,Rukh Lviv,6.8703703703704,0,1,759,976,77.77,111,18,51,71.83,8,1,1,13,32.5,14,7,36,48.0,2430,0.0,0,0,2,54,40.6,68,17,25,48,88,0,1,2,0,0,0,27,40,133,0,1,237,27,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,
Bohdan Levytskyi,2080975,Premier League 25/26,Ukrainian Premier League,Rukh Lviv,6.6,0,0,76,83,91.57,4,0,0,0.0,0,0,0,0,0.0,1,0,4,66.67,160,0.0,0,0,0,6,50.0,3,1,1,1,5,0,3,0,0,0,0,1,0,12,0,0,14,3,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,
Mykola Kyrychok,1493278,Premier League 25/26,Ukrainian Premier League,Rukh Lviv,6.375,0,0,64,76,84.21,2,0,0,0.0,1,0,0,1,100.0,0,0,6,75.0,328,0.0,0,0,0,1,20.0,8,1,2,3,6,0,0,0,0,0,0,2,1,5,0,0,27,4,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,
Arsen Zalypka,1957670,Premier League 25/26,Ukrainian Premier League,Rukh Lviv,6.3666666666667,0,0,22,32,68.75,3,0,2,100.0,0,0,0,0,0.0,0,0,2,50.0,178,0.0,0,0,0,2,50.0,0,1,3,7,7,0,0,0,0,0,0,2,5,4,0,0,9,3,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,
Arsen Zalypka,1957670,Premier League 24/25,Ukrainian Premier League,Rukh Lviv,6.5,0,0,3,5,0.0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0.0,10,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,
Yurii Kopyna,839002,Premier League 25/26,Ukrainian Premier League,Rukh Lviv,6.6785714285714,1,1,380,510,74.51,40,8,5,83.33,2,0,0,13,35.14,10,2,16,43.24,1163,10.0,0,0,0,30,43.48,23,3,5,13,28,0,1,0,0,0,0,13,37,69,0,0,109,14,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,
Oleksiy Tovarnytskyi,1648443,Premier League 25/26,Ukrainian Premier League,Rukh Lviv,6.6666666666667,0,0,226,271,83.39,18,0,0,0.0,1,0,0,0,0.0,1,1,10,55.56,540,0.0,0,0,0,28,62.22,24,4,3,5,11,0,1,0,0,0,0,6,0,45,0,0,74,6,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,
Oleksiy Tovarnytskyi,1648443,Premier League 24/25,Ukrainian Premier League,Rukh Lviv,6.55,0,0,17,23,73.91,1,0,0,0.0,0,0,0,0,0.0,0,0,1,100.0,64,0.0,0,0,0,0,0.0,1,0,0,0,2,0,0,0,0,0,0,0,0,4,0,0,7,2,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,
Volodymyr Yasinskyi,2207762,Premier League 25/26,Ukrainian Premier League,Rukh Lviv,6.2666666666667,0,0,12,32,37.5,2,0,0,0.0,1,0,0,1,50.0,0,0,2,66.67,142,0.0,0,0,0,2,22.22,7,1,0,4,8,0,2,0,0,0,0,2,2,9,0,0,13,3,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,
Erik Kalinets,2086715,Premier League 24/25,Ukrainian Premier League,Rukh Lviv,6.6,0,0,2,3,0.0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0.0,8,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,
Kiril Denysov,2474751,Premier League 25/26,Ukrainian Premier League,Rukh Lviv,0.0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0.0,1,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,
Yuriy-Volodymyr Gereta,1086432,Premier League 25/26,Ukrainian Premier League,Rukh Lviv,6.9318181818182,0,0,596,701,85.02,29,0,0,0.0,0,0,0,0,0.0,0,0,12,92.31,1980,0.0,0,0,0,147,62.55,16,7,5,1,2,0,0,0,57,4,1,22,0,235,35,0,107,22,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,
Yuriy-Volodymyr Gereta,1086432,Premier League 24/25,Ukrainian Premier League,Rukh Lviv,7.125,0,0,79,96,82.29,14,0,0,0.0,0,0,0,0,0.0,0,0,0,0.0,360,0.0,0,0,0,37,68.52,2,2,1,0,0,0,0,0,9,2,1,4,0,54,2,0,15,4,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,
Yuriy-Volodymyr Gereta,1086432,Premier League 23/24,Ukrainian Premier League,Rukh Lviv,6.6,0,0,78,87,89.66,2,0,0,0.0,0,0,0,0,0.0,0,0,0,0.0,270,0.0,0,0,0,10,58.82,1,1,0,0,0,0,0,0,9,0,0,3,0,17,6,0,10,3,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,
Yehor Klymenko,2141216,Premier League 24/25,Ukrainian Premier League,Rukh Lviv,6.9,0,0,28,31,90.32,2,0,0,0.0,0,0,0,0,0.0,0,0,0,0.0,90,0.0,0,0,0,3,60.0,0,1,1,0,0,0,0,0,3,0,0,1,0,5,1,0,2,1,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,
