İsim,Oyuncu_ID,Sezon,Turnuva_Ligi,Takım,rating,countRating,goals,bigChancesCreated,bigChancesMissed,assists,expectedAssists,accuratePasses,totalPasses,accuratePassesPercentage,accurateOwnHalfPasses,accurateOppositionHalfPasses,accurateFinalThirdPasses,keyPasses,successfulDribbles,successfulDribblesPercentage,tackles,interceptions,yellowCards,directRedCards,redCards,accurateCrosses,accurateCrossesPercentage,totalShots,shotsOnTarget,groundDuelsWon,groundDuelsWonPercentage,aerialDuelsWon,aerialDuelsWonPercentage,minutesPlayed,goalConversionPercentage,penaltiesTaken,penaltyGoals,penaltyWon,penaltyConceded,shotFromSetPiece,freeKickGoal,accurateLongBalls,accurateLongBallsPercentage,clearances,errorLeadToGoal,errorLeadToShot,dispossessed,possessionLost,possessionWonAttThird,totalChippedPasses,accurateChippedPasses,touches,wasFouled,fouls,hitWoodwork,ownGoals,dribbledPast,offsides,blockedShots,passToAssist,saves,cleanSheet,penaltySave,punches,runsOut,successfulRunsOut,highClaims,crossesNotClaimed,matchesStarted,setPieceConversion,totalAttemptAssist,totalContest,totalCross,totalLongBalls,goalsConceded,tacklesWon,tacklesWonPercentage,yellowRedCards,totalOwnHalfPasses,totalOppositionHalfPasses,totwAppearances,expectedGoals,ballRecovery,outfielderBlocks,appearances,goalsPrevented
Artur,841128,Brasileiro Serie A 2026,Brasileirão Betano,São Paulo,7.0833333333333,6,1,1,0,1,0.54272668,94,114,82.456140350877,26,68,40,3,5,45.454545454545,7,0,0,0,0,4,16.666666666667,8,5,22,55.0,2,50.0,370,12.5,0,0,1,0,0,0,5,62.5,2,0,0,7,61,1,6,3,202,10,3,1,0,2,1,1,0,0,0,0,0,0,0,0,0,3,0.0,3,11,24,8,8,3,42.857142857143,0,29,85,1,1.0968,15,0,6,0.0
Marcos Antônio,905453,Brasileiro Serie A 2026,Brasileirão Betano,São Paulo,6.96,10,0,2,1,2,1.11032592,438,490,89.387755102041,183,255,137,8,2,20.0,12,1,0,0,0,0,0.0,6,1,22,40.0,4,40.0,769,0.0,0,0,0,0,0,0,25,65.789473684211,6,0,0,6,87,2,40,26,588,8,11,0,0,9,1,3,0,0,1,0,0,0,0,0,0,8,0.0,8,10,8,38,6,6,50.0,0,198,292,0,1.1429,42,2,10,0.0
Marcos Antônio,905453,Brasileiro Serie A 2025,Brasileirão Betano,São Paulo,6.9071428571429,28,0,9,0,4,3.22011693,991,1101,90.009082652134,445,546,267,29,3,25.0,19,7,4,0,0,3,37.5,16,3,49,41.176470588235,6,21.428571428571,1904,0.0,0,0,0,0,0,0,46,75.409836065574,29,0,0,15,177,4,70,51,1338,27,29,0,0,19,2,5,1,0,3,0,0,0,0,0,0,23,0.0,28,12,8,61,23,9,47.368421052632,0,478,623,0,0.3943,90,7,28,0.0
Marcos Antônio,905453,Brasileirão Betano 2024,Brasileirão Betano,São Paulo,6.8384615384615,13,0,0,0,0,0.59659492,541,572,94.58041958042,291,250,105,9,3,50.0,9,5,1,0,0,0,0.0,2,0,22,45.833333333333,8,50.0,849,0.0,0,0,0,0,0,0,21,77.777777777778,13,0,0,2,53,2,25,21,663,10,12,0,0,10,0,1,0,0,1,0,0,0,0,0,0,10,0.0,9,6,2,27,9,6,66.666666666667,0,301,273,0,0.0579,52,0,13,0.0
Cauly,255873,Brasileiro Serie A 2026,Brasileirão Betano,São Paulo,6.8142857142857,7,1,0,0,0,0.29049205,126,149,84.563758389262,26,100,53,7,3,75.0,4,2,0,0,0,2,22.222222222222,3,2,16,53.333333333333,4,80.0,294,33.333333333333,1,1,0,0,0,0,7,70.0,0,0,0,3,43,3,6,6,201,9,7,0,0,5,0,1,0,0,0,0,0,0,0,0,0,3,0.0,7,4,9,10,1,3,75.0,0,30,119,0,0.9603,15,1,7,0.0
Pablo Maia,1120721,Brasileiro Serie A 2026,Brasileirão Betano,São Paulo,6.575,8,0,0,0,0,0.08820416,185,208,88.942307692308,96,89,32,1,4,66.666666666667,7,7,1,0,0,0,0.0,5,0,15,45.454545454545,2,33.333333333333,341,0.0,0,0,0,0,0,0,5,38.461538461538,6,0,0,2,32,1,5,2,270,4,10,0,0,4,0,3,0,0,0,0,0,0,0,0,0,3,0.0,1,6,1,13,2,4,57.142857142857,0,106,102,0,0.2226,20,3,8,0.0
Pablo Maia,1120721,Brasileiro Serie A 2025,Brasileirão Betano,São Paulo,6.648,25,1,0,0,0,0.34939505,726,793,91.551071878941,380,346,125,7,4,66.666666666667,28,6,4,0,0,0,0.0,11,2,59,50.42735042735,17,68.0,1483,9.0909090909091,0,0,0,2,0,0,26,63.414634146341,21,3,0,12,101,4,38,24,980,28,30,1,0,14,0,2,0,0,4,0,0,0,0,0,0,17,0.0,7,6,2,41,27,15,53.571428571429,0,396,397,1,0.3691,75,8,25,0.0
Pablo Maia,1120721,Brasileirão Betano 2024,Brasileirão Betano,São Paulo,7.0666666666667,3,0,1,0,0,0.1868053,182,198,91.919191919192,79,103,43,3,2,66.666666666667,7,0,0,0,0,0,0.0,6,0,13,54.166666666667,1,25.0,260,0.0,0,0,0,0,0,0,10,83.333333333333,0,0,0,2,24,0,10,6,232,4,6,0,0,2,0,3,0,0,0,0,0,0,0,0,0,3,0.0,3,3,0,12,4,2,28.571428571429,0,82,116,0,0.1576,13,0,3,0.0
Damián Bobadilla,1015261,Brasileiro Serie A 2026,Brasileirão Betano,São Paulo,6.7111111111111,9,0,2,0,1,0.40488175,241,283,85.159010600707,92,149,77,7,4,44.444444444444,13,8,1,0,0,1,11.111111111111,9,4,19,40.425531914894,0,0.0,640,0.0,0,0,0,0,0,0,8,40.0,9,0,0,2,66,4,16,6,378,2,11,1,0,10,1,2,0,0,0,0,0,0,0,0,0,8,0.0,7,9,9,20,6,8,61.538461538462,0,104,179,0,0.6135,34,1,9,0.0
Damián Bobadilla,1015261,Brasileiro Serie A 2025,Brasileirão Betano,São Paulo,7.0433333333333,30,4,4,0,2,2.23063995,1037,1183,87.658495350803,436,601,306,23,9,39.130434782609,49,19,6,0,0,2,15.384615384615,33,13,70,47.297297297297,16,57.142857142857,2105,12.121212121212,0,0,0,0,1,0,60,83.333333333333,24,0,0,10,214,6,95,72,1480,12,35,0,0,22,1,14,1,0,4,0,0,0,0,0,0,22,0.0,22,23,13,72,26,33,67.34693877551,0,469,714,4,3.0448,91,4,31,0.0
Damián Bobadilla,1015261,Brasileirão Betano 2024,Brasileirão Betano,São Paulo,6.8705882352941,17,1,2,0,0,0.74651748,554,607,91.268533772652,267,292,114,13,6,66.666666666667,34,8,3,0,0,5,62.5,15,2,42,47.191011235955,1,20.0,1034,6.6666666666667,0,0,0,0,0,0,26,76.470588235294,6,1,0,7,76,5,41,31,739,2,24,2,0,14,0,5,0,0,2,0,0,0,0,0,0,14,0.0,13,9,8,34,12,18,52.941176470588,0,283,332,1,0.883,58,0,18,0.0
Luan Santos,942426,Brasileiro Serie A 2026,Brasileirão Betano,São Paulo,6.55,2,0,0,0,0,0.06871422,13,13,100.0,6,7,4,1,0,0.0,0,1,0,0,0,1,100.0,0,0,0,0.0,0,0.0,31,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,16,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1,0,1,0,0,0,0.0,0,6,7,0,0.0,0,0,3,0.0
Luan Santos,942426,Brasileiro Serie A 2025,Brasileirão Betano,São Paulo,6.6666666666667,6,0,0,1,0,0.3513936,73,88,82.954545454545,29,44,15,3,1,100.0,1,3,0,0,0,0,0.0,2,1,5,31.25,3,75.0,178,0.0,0,0,0,0,0,0,3,75.0,4,0,0,3,18,1,5,2,114,3,6,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0.0,3,1,0,4,3,1,100.0,0,36,52,0,0.667,8,0,6,0.0
Cédric Soares,44760,Brasileiro Serie A 2026,Brasileirão Betano,São Paulo,6.9333333333333,3,0,0,0,0,0.06084643,28,30,93.333333333333,10,18,11,1,0,0.0,1,0,0,0,0,1,25.0,1,0,1,100.0,4,100.0,44,0.0,0,0,0,0,0,0,4,80.0,4,0,0,0,5,0,4,4,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1,0,4,5,0,1,100.0,0,10,20,0,0.0186,2,0,3,0.0
Cédric Soares,44760,Brasileiro Serie A 2025,Brasileirão Betano,São Paulo,6.74,25,0,4,1,3,2.64512306,629,825,76.242424242424,302,327,156,24,8,47.058823529412,33,10,2,0,0,23,21.698113207547,5,0,50,48.076923076923,9,32.142857142857,1905,0.0,0,0,0,0,1,0,37,33.94495412844,43,0,2,18,367,8,90,28,1351,9,16,0,0,13,0,1,0,0,4,0,0,0,0,0,0,22,0.0,24,17,106,109,26,21,63.636363636364,0,371,454,0,0.3271,79,8,25,0.0
Lucca,2162243,Brasileiro Serie A 2025,Brasileirão Betano,São Paulo,6.575,8,0,0,0,0,0.12016037,73,88,82.954545454545,20,53,20,3,12,54.545454545455,7,1,1,0,0,1,10.0,4,0,30,47.619047619048,2,40.0,315,0.0,0,0,0,0,0,0,1,50.0,1,0,0,10,59,1,3,0,184,11,9,0,0,5,1,4,0,0,0,0,0,0,0,0,0,2,0.0,3,22,10,2,10,5,71.428571428571,0,24,64,0,0.148,15,2,8,0.0
Danielzinho,356514,Brasileiro Serie A 2026,Brasileirão Betano,São Paulo,7.225,8,1,1,0,1,0.7200951,425,470,90.425531914894,206,219,104,9,2,33.333333333333,6,9,0,0,0,10,27.777777777778,6,1,23,54.761904761905,4,33.333333333333,642,16.666666666667,0,0,1,0,1,0,17,56.666666666667,8,0,0,5,87,5,43,29,584,15,7,0,0,3,0,3,0,0,2,0,0,0,0,0,0,8,0.0,9,6,36,30,6,4,66.666666666667,0,217,253,1,0.5546,31,0,8,0.0
Felipe Negrucci,1485598,Brasileiro Serie A 2025,Brasileirão Betano,São Paulo,6.76,5,0,0,0,0,0.01643326,94,112,83.928571428571,63,31,10,0,0,0.0,2,1,0,0,0,0,0.0,1,0,4,44.444444444444,4,33.333333333333,231,0.0,0,0,0,0,0,0,5,33.333333333333,14,0,0,1,21,1,9,3,153,2,3,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2,0.0,0,0,0,15,4,2,100.0,0,67,45,0,0.0467,14,5,5,0.0
