İsim,Oyuncu_ID,Sezon,Turnuva_Ligi,Takım,rating,countRating,goals,bigChancesCreated,bigChancesMissed,assists,expectedAssists,accuratePasses,totalPasses,accuratePassesPercentage,accurateOwnHalfPasses,accurateOppositionHalfPasses,accurateFinalThirdPasses,keyPasses,successfulDribbles,successfulDribblesPercentage,tackles,interceptions,yellowCards,directRedCards,redCards,accurateCrosses,accurateCrossesPercentage,totalShots,shotsOnTarget,groundDuelsWon,groundDuelsWonPercentage,aerialDuelsWon,aerialDuelsWonPercentage,minutesPlayed,goalConversionPercentage,penaltiesTaken,penaltyGoals,penaltyWon,penaltyConceded,shotFromSetPiece,freeKickGoal,accurateLongBalls,accurateLongBallsPercentage,clearances,errorLeadToGoal,errorLeadToShot,dispossessed,possessionLost,possessionWonAttThird,totalChippedPasses,accurateChippedPasses,touches,wasFouled,fouls,hitWoodwork,ownGoals,dribbledPast,offsides,blockedShots,passToAssist,saves,cleanSheet,penaltySave,punches,runsOut,successfulRunsOut,highClaims,crossesNotClaimed,matchesStarted,setPieceConversion,totalAttemptAssist,totalContest,totalCross,totalLongBalls,goalsConceded,tacklesWon,tacklesWonPercentage,yellowRedCards,totalOwnHalfPasses,totalOppositionHalfPasses,totwAppearances,expectedGoals,ballRecovery,outfielderBlocks,appearances,goalsPrevented
Mohammed Al-Kuwaykibi,847233,Saudi Pro League 24/25,Saudi Pro League,Al-Taawoun,6.74,15,0,2,0,1,0.0,172,231,74.458874458874,54,127,68,11,10,37.037037037037,8,4,0,0,0,9,18.75,15,3,23,38.983050847458,1,33.333333333333,659,0.0,0,0,0,0,1,0,9,47.368421052632,2,0,0,13,148,4,20,10,391,5,1,0,0,5,4,3,0,0,0,0,0,0,0,0,0,9,0.0,11,27,48,19,10,5,62.5,0,66,213,0,0.0,36,0,15,0.0
Mohammed Al-Kuwaykibi,847233,Saudi Pro League 23/24,Saudi Pro League,Al-Taawoun,7.1258064516129,31,4,8,4,7,0.0,482,611,78.887070376432,135,392,208,42,42,49.411764705882,37,13,2,0,0,45,29.411764705882,38,15,102,48.341232227488,4,21.052631578947,1938,10.526315789474,0,0,0,0,1,0,21,46.666666666667,3,0,0,31,373,18,49,24,1126,23,17,2,0,22,1,7,0,0,4,0,0,0,0,0,0,20,0.0,42,85,153,45,18,20,54.054054054054,0,152,612,2,0.0,101,0,31,0.0
Keshim Al-Qahtani,1549138,Saudi Pro League 25/26,Saudi Pro League,Al-Taawoun,6.4666666666667,3,0,0,0,0,0.00523123,7,7,100.0,2,5,4,0,1,100.0,0,1,0,0,0,0,0.0,0,0,2,50.0,0,0.0,38,0.0,0,0,0,0,0,0,0,0.0,0,0,0,1,4,0,0,0,15,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,1,0,0,1,0,0.0,0,2,5,0,0.0,0,0,3,0.0
Anas Al Ghamdi,1935206,Saudi Pro League 24/25,Saudi Pro League,Al-Taawoun,6.5,2,0,0,0,0,0.0,15,17,88.235294117647,13,2,1,0,0,0.0,1,1,1,0,0,0,0.0,0,0,1,33.333333333333,0,0.0,38,0.0,0,0,0,0,0,0,1,50.0,0,0,0,0,2,0,1,0,20,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,2,0,0,0.0,0,13,4,0,0.0,2,0,2,0.0
Ashraf El Mahdioui,788348,Saudi Pro League 25/26,Saudi Pro League,Al-Taawoun,7.0692307692308,26,0,2,0,2,1.72265769,1293,1446,89.419087136929,635,658,264,21,6,54.545454545455,36,36,5,0,0,2,33.333333333333,8,1,65,49.618320610687,28,62.222222222222,2340,0.0,0,0,0,0,0,0,92,59.354838709677,68,0,2,5,187,3,121,69,1745,23,29,0,0,27,0,2,0,0,5,0,0,0,0,0,0,26,0.0,21,11,6,155,35,25,69.444444444444,0,668,778,2,0.2204,137,10,26,0.0
Ashraf El Mahdioui,788348,Saudi Pro League 24/25,Saudi Pro League,Al-Taawoun,7.2,30,0,3,0,0,0.0,2060,2218,92.87646528404,1040,1021,383,17,10,52.631578947368,62,57,4,0,0,1,33.333333333333,10,1,90,52.325581395349,17,41.463414634146,2609,0.0,0,0,0,0,0,0,144,77.41935483871,62,0,1,18,210,10,157,120,2573,18,34,0,0,24,4,3,0,0,8,0,0,0,0,0,0,30,0.0,17,19,3,186,32,34,54.838709677419,0,1092,1129,1,0.0,208,0,30,0.0
Ashraf El Mahdioui,788348,Saudi Pro League 23/24,Saudi Pro League,Al-Taawoun,7.3424242424242,33,4,2,2,3,0.0,2395,2577,92.937524253007,1179,1217,433,45,11,57.894736842105,65,46,3,0,0,1,14.285714285714,27,10,107,52.970297029703,35,64.814814814815,2849,14.814814814815,4,2,0,1,0,0,226,81.294964028777,42,1,1,8,239,11,215,160,2955,31,61,2,0,24,0,5,0,0,12,0,0,0,0,0,0,33,0.0,45,19,7,278,33,40,61.538461538462,0,1229,1355,0,0.0,230,0,33,0.0
Marin Petkov,985186,Saudi Pro League 25/26,Saudi Pro League,Al-Taawoun,6.6625,8,1,2,3,2,0.86950553,175,216,81.018518518519,62,113,53,12,6,35.294117647059,9,5,1,0,0,8,28.571428571429,17,7,28,50.909090909091,7,38.888888888889,557,5.8823529411765,0,0,0,0,1,0,11,91.666666666667,7,0,0,3,87,2,8,6,355,13,10,2,0,3,0,4,0,0,0,0,0,0,0,0,0,7,0.0,12,17,28,12,9,6,66.666666666667,0,73,143,0,1.911,30,0,8,0.0
Mohammed Al-Qahtani,1134261,Saudi Pro League 25/26,Saudi Pro League,Al-Taawoun,6.7333333333333,12,1,1,1,0,0.40425956,150,168,89.285714285714,59,91,58,4,9,40.909090909091,4,5,1,0,0,1,11.111111111111,10,4,29,53.703703703704,0,0.0,347,10.0,0,0,0,0,0,0,3,50.0,2,0,0,6,64,0,4,1,280,16,4,0,0,3,2,4,0,0,0,0,0,0,0,0,0,2,0.0,4,22,9,6,7,3,75.0,0,62,106,0,0.8788,18,1,13,0.0
Angelo Fulgini,787540,Saudi Pro League 25/26,Saudi Pro League,Al-Taawoun,7.1304347826087,23,3,11,3,8,4.345807,688,835,82.395209580838,234,454,267,43,19,35.185185185185,29,15,1,0,0,20,21.978021978022,29,12,107,52.19512195122,10,40.0,1825,10.344827586207,1,0,1,0,2,0,46,59.74025974026,21,0,2,33,347,9,68,33,1295,59,21,1,0,14,1,8,1,0,1,0,0,0,0,0,0,23,0.0,42,54,91,77,21,15,51.724137931034,0,270,565,2,3.5118,90,4,23,0.0
