İsim,Oyuncu_ID,Sezon,Turnuva_Ligi,Takım,rating,countRating,goals,bigChancesCreated,bigChancesMissed,assists,expectedAssists,accuratePasses,totalPasses,accuratePassesPercentage,accurateOwnHalfPasses,accurateOppositionHalfPasses,accurateFinalThirdPasses,keyPasses,successfulDribbles,successfulDribblesPercentage,tackles,interceptions,yellowCards,directRedCards,redCards,accurateCrosses,accurateCrossesPercentage,totalShots,shotsOnTarget,groundDuelsWon,groundDuelsWonPercentage,aerialDuelsWon,aerialDuelsWonPercentage,minutesPlayed,goalConversionPercentage,penaltiesTaken,penaltyGoals,penaltyWon,penaltyConceded,shotFromSetPiece,freeKickGoal,accurateLongBalls,accurateLongBallsPercentage,clearances,errorLeadToGoal,errorLeadToShot,dispossessed,possessionLost,possessionWonAttThird,totalChippedPasses,accurateChippedPasses,touches,wasFouled,fouls,hitWoodwork,ownGoals,dribbledPast,offsides,blockedShots,passToAssist,saves,cleanSheet,penaltySave,punches,runsOut,successfulRunsOut,highClaims,crossesNotClaimed,matchesStarted,setPieceConversion,totalAttemptAssist,totalContest,totalCross,totalLongBalls,goalsConceded,tacklesWon,tacklesWonPercentage,yellowRedCards,totalOwnHalfPasses,totalOppositionHalfPasses,totwAppearances,expectedGoals,ballRecovery,outfielderBlocks,appearances,goalsPrevented
Alexis Antunes,865516,Super League 25/26,Swiss Super League,Servette FC,6.4583333333333,12,1,1,2,0,0.56658982,183,227,80.616740088106,47,136,92,6,11,50.0,12,5,3,0,0,4,40.0,25,11,40,49.382716049383,12,36.363636363636,643,4.0,0,0,0,0,0,0,6,66.666666666667,7,0,0,12,99,4,6,2,392,17,14,0,0,5,1,4,0,0,0,0,0,0,0,0,0,8,0.0,6,22,10,9,16,11,91.666666666667,0,53,174,0,2.2204,30,0,12,0.0
Alexis Antunes,865516,Super League 24/25,Swiss Super League,Servette FC,7.0761904761905,21,2,3,2,3,0.0,433,547,79.159049360146,125,311,213,20,23,63.888888888889,36,8,3,0,1,3,27.272727272727,36,14,101,56.111111111111,24,41.379310344828,1382,5.5555555555556,0,0,0,0,0,0,12,50.0,7,0,0,30,216,8,21,10,856,43,26,0,0,10,2,11,0,0,0,0,0,0,0,0,0,19,0.0,20,36,11,24,17,24,66.666666666667,1,142,416,3,0.0,78,0,21,0.0
Alexis Antunes,865516,Super League 23/24,Swiss Super League,Servette FC,7.0965517241379,29,4,3,6,1,0.0,519,657,78.995433789954,129,399,240,32,31,57.407407407407,30,17,3,0,0,9,36.0,62,19,91,50.0,23,33.333333333333,2043,6.4516129032258,0,0,1,0,0,0,11,47.826086956522,5,0,0,25,275,13,23,12,1077,30,33,1,0,13,8,13,0,0,1,0,0,0,0,0,0,24,0.0,32,54,25,23,25,18,60.0,0,156,526,5,0.0,117,0,29,0.0
Alexis Antunes,865516,UEFA Europa League 23/24,UEFA Europa League,Servette FC,6.88,5,0,0,0,0,0.08048856,67,87,77.011494252874,25,42,21,2,2,28.571428571429,10,5,1,0,0,0,0.0,5,3,26,65.0,4,33.333333333333,293,0.0,0,0,0,0,0,0,3,60.0,0,0,0,3,38,0,3,1,156,14,5,0,0,1,1,0,0,0,0,0,0,0,0,0,0,4,0.0,2,7,1,5,10,7,70.0,0,30,58,0,0.2726,20,0,5,0.0
Joseph Nonge,1149138,Super League 24/25,Swiss Super League,Servette FC,6.6,5,0,0,1,0,0.0,85,105,80.952380952381,38,48,27,0,2,40.0,8,2,1,0,0,1,12.5,1,1,18,52.941176470588,3,50.0,321,0.0,0,0,0,0,0,0,7,63.636363636364,4,0,0,6,46,1,13,9,169,8,4,0,0,3,1,0,0,0,0,0,0,0,0,0,0,4,0.0,0,5,8,11,4,6,75.0,0,46,67,0,0.0,16,0,5,0.0
Jérôme Onguene,580750,Super League 23/24,Swiss Super League,Servette FC,6.55,2,0,0,0,0,0.0,38,47,80.851063829787,29,9,2,0,1,100.0,1,1,0,0,0,0,0.0,0,0,3,50.0,2,66.666666666667,75,0.0,0,0,0,0,0,0,3,37.5,3,0,0,0,9,0,3,0,56,1,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0,1,0,8,2,0,0.0,0,29,18,0,0.0,0,0,2,0.0
