İsim,Oyuncu_ID,Sezon,Turnuva_Ligi,Takım,rating,countRating,goals,bigChancesCreated,bigChancesMissed,assists,expectedAssists,accuratePasses,totalPasses,accuratePassesPercentage,accurateOwnHalfPasses,accurateOppositionHalfPasses,accurateFinalThirdPasses,keyPasses,successfulDribbles,successfulDribblesPercentage,tackles,interceptions,yellowCards,directRedCards,redCards,accurateCrosses,accurateCrossesPercentage,totalShots,shotsOnTarget,groundDuelsWon,groundDuelsWonPercentage,aerialDuelsWon,aerialDuelsWonPercentage,minutesPlayed,goalConversionPercentage,penaltiesTaken,penaltyGoals,penaltyWon,penaltyConceded,shotFromSetPiece,freeKickGoal,accurateLongBalls,accurateLongBallsPercentage,clearances,errorLeadToGoal,errorLeadToShot,dispossessed,possessionLost,possessionWonAttThird,totalChippedPasses,accurateChippedPasses,touches,wasFouled,fouls,hitWoodwork,ownGoals,dribbledPast,offsides,blockedShots,passToAssist,saves,cleanSheet,penaltySave,punches,runsOut,successfulRunsOut,highClaims,crossesNotClaimed,matchesStarted,setPieceConversion,totalAttemptAssist,totalContest,totalCross,totalLongBalls,goalsConceded,tacklesWon,tacklesWonPercentage,yellowRedCards,totalOwnHalfPasses,totalOppositionHalfPasses,totwAppearances,expectedGoals,ballRecovery,outfielderBlocks,appearances,goalsPrevented
Jonas Urbig,1130647,2nd Bundesliga 23/24,2. Bundesliga,SpVgg Greuther Fürth,7.1606060606061,33,0,2,0,0,0.0,1158,1492,77.613941018767,1000,158,65,4,0,0.0,1,0,3,0,0,0,0.0,0,0,4,80.0,9,90.0,2969,0.0,0,0,0,1,0,0,244,43.109540636042,20,2,0,0,347,0,170,94,1836,3,2,0,0,0,0,0,0,102,10,1,1,28,28,30,1,33,0.0,4,0,0,566,48,1,100.0,0,1079,413,4,0.0,348,0,33,0.0
Tim Lemperle,1014290,2nd Bundesliga 23/24,2. Bundesliga,SpVgg Greuther Fürth,6.95,32,6,6,10,5,0.0,459,651,70.506912442396,114,350,232,30,31,41.891891891892,23,12,2,0,0,5,15.151515151515,58,24,75,36.585365853659,47,32.867132867133,2376,10.344827586207,1,0,0,0,0,0,15,75.0,18,0,0,29,365,24,38,19,1107,23,44,3,0,19,9,15,0,0,2,0,0,0,0,0,0,30,0.0,30,74,33,20,32,11,47.826086956522,0,137,547,0,0.0,93,0,32,0.0
Armindo Sieb,1005834,2nd Bundesliga 23/24,2. Bundesliga,SpVgg Greuther Fürth,6.9424242424242,33,12,4,11,1,0.0,372,548,67.883211678832,96,279,177,29,31,36.904761904762,16,4,3,0,0,3,13.04347826087,78,32,73,33.333333333333,28,39.43661971831,2213,15.384615384615,0,0,1,0,0,0,10,27.027027027027,5,0,0,47,380,15,24,13,1008,27,36,2,0,12,24,19,0,0,1,0,0,0,0,0,0,26,0.0,29,84,23,37,32,7,43.75,0,123,448,2,0.0,72,0,33,0.0
